2016-09-11,2016-09-28,18:15,21:09,174,33,84,114,134,200
2016-09-11,2016-09-29,06:05,09:09,184,33,87,114,109,200
2016-09-11,2016-09-29,08:43,11:40,177,79,87,114,134,200
2016-09-11,2016-09-29,12:45,16:01,196,65,87,114,134,200
2016-09-11,2016-09-29,16:10,19:17,187,65,87,114,134,200
2016-09-11,2016-09-29,18:15,21:09,174,33,87,114,134,200
2016-09-11,2016-09-30,06:05,09:09,184,33,84,114,89,200
2016-09-11,2016-09-30,08:43,11:40,177,49,84,114,89,200
2016-09-11,2016-09-30,12:45,16:01,196,75,84,114,134,200
2016-09-11,2016-09-30,16:10,19:17,187,62,84,114,134,200
2016-09-11,2016-09-30,18:15,21:09,174,49,84,114,89,200
2016-09-11,2016-10-01,08:53,11:40,167,49,84,114,89,200
2016-09-11,2016-10-01,12:45,16:01,196,49,84,114,Sold out,200
2016-09-11,2016-10-01,16:10,19:17,187,33,84,114,89,200
2016-09-11,2016-10-02,08:53,11:40,167,62,84,114,134,200
2016-09-11,2016-10-02,12:45,16:01,196,75,84,114,Sold out,200
2016-09-11,2016-10-02,18:15,21:09,174,49,84,114,Sold out,200
2016-09-11,2016-10-03,06:05,09:09,184,33,87,114,109,200
2016-09-11,2016-10-03,08:43,11:40,177,33,87,114,134,200
2016-09-11,2016-10-03,12:45,16:01,196,79,87,114,134,200
2016-09-11,2016-10-03,16:10,19:17,187,33,87,114,109,200
2016-09-11,2016-10-03,18:15,21:09,174,33,87,114,109,200
2016-09-11,2016-10-04,06:05,09:09,184,33,87,114,109,200
2016-09-11,2016-10-04,08:43,11:40,177,33,87,114,162,200
2016-09-11,2016-10-04,12:45,16:01,196,65,87,114,134,200
2016-09-11,2016-10-04,16:10,19:17,187,33,87,114,109,200
2016-09-11,2016-10-04,18:15,21:09,174,33,87,114,109,200
2016-09-11,2016-10-05,06:05,09:09,184,33,84,114,89,200
2016-09-11,2016-10-05,08:43,11:40,177,33,84,114,134,200
2016-09-11,2016-10-05,12:45,16:01,196,62,84,114,162,200
2016-09-11,2016-10-05,16:10,19:17,187,62,84,114,134,200
2016-09-11,2016-10-05,18:15,21:09,174,33,84,114,123,200
2016-09-11,2016-10-06,06:05,09:09,184,33,87,114,123,200
2016-09-11,2016-10-06,08:43,11:40,177,33,87,114,134,200
2016-09-11,2016-10-06,12:45,16:01,196,Sold out,87,114,Sold out,200
2016-09-11,2016-10-06,16:10,19:17,187,33,87,114,123,200
2016-09-11,2016-10-06,18:15,21:09,174,33,87,114,123,200
2016-09-11,2016-10-07,06:05,09:09,184,33,84,114,123,200
2016-09-11,2016-10-07,08:43,11:40,177,Sold out,84,114,Sold out,200
2016-09-11,2016-10-07,12:45,16:01,196,Sold out,84,114,162,200
2016-09-11,2016-10-07,16:10,19:17,187,Sold out,84,114,162,200
2016-09-11,2016-10-07,18:15,21:09,174,62,84,114,123,200
2016-09-11,2016-10-08,08:53,11:40,167,62,84,114,134,200
2016-09-11,2016-10-08,12:45,16:01,196,62,84,114,123,200
2016-09-11,2016-10-08,16:10,19:17,187,33,84,114,123,200
2016-09-11,2016-10-09,08:53,11:40,167,33,84,114,123,200
2016-09-11,2016-10-09,12:45,16:01,196,33,84,114,134,200
2016-09-11,2016-10-09,18:15,21:09,174,33,84,114,123,200
2016-09-11,2016-10-10,08:43,11:40,177,33,87,114,134,200
2016-09-11,2016-10-10,12:45,16:01,196,Sold out,100,114,Sold out,200
2016-09-11,2016-10-10,18:15,21:09,174,33,87,114,123,200
2016-09-11,2016-10-11,06:05,09:09,184,33,87,114,123,200
2016-09-11,2016-10-11,08:43,11:40,177,33,87,114,134,200
2016-09-11,2016-10-11,12:45,16:01,196,65,87,114,Sold out,200
2016-09-11,2016-10-11,16:10,19:17,187,33,87,114,134,200
2016-09-11,2016-10-11,18:15,21:09,174,33,87,114,123,200
